run_id,stage,kind,timestamp,elapsed_s,epoch,step,tokens,padded_tokens,ce_nats,bits_per_token,balance,total_loss,lr,masked_accuracy,tok_per_s,padded_per_s,mfu,pad_frac,token_budget,n_oom,peak_gib,note
20260923T092752Z,stage1_mlm,step,2026-09-23T09:46:07+00:00,1095.8,,8600,214790651,237250880,1.263397,1.822696,0.160639,1.424035,0.0005872092102800765,0.403462,32482.8,36684.2,0.05968,0.094669,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:47:17+00:00,1165.6,,8700,216915566,239619840,1.264456,1.824224,0.160705,1.425161,0.0005869311820243691,0.402439,30479.3,33979.8,0.055281,0.094751,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:48:42+00:00,1250.7,,8800,219083072,241992256,1.258239,1.815256,0.160686,1.418925,0.0005866443653042888,0.405689,25460.0,27866.9,0.045336,0.094669,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:49:44+00:00,1312.9,,8900,221214837,244361152,1.259993,1.817786,0.160609,1.420602,0.0005863593664173609,0.405648,34283.2,38096.7,0.061978,0.094722,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:51:09+00:00,1397.7,,9000,223371503,246731584,1.262442,1.821319,0.160692,1.423134,0.0005860680270119182,0.404748,25422.0,27941.8,0.045458,0.094678,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:52:19+00:00,1467.8,,9100,225514975,249100032,1.261709,1.820261,0.160525,1.422234,0.0005857754748224943,0.403222,30593.2,33804.2,0.054995,0.094681,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:53:31+00:00,1539.2,,9200,227636800,251466432,1.266156,1.826677,0.160693,1.426849,0.0005854821218364541,0.401422,29696.4,33119.4,0.053881,0.094763,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:54:55+00:00,1622.9,,9300,229731742,253817344,1.263425,1.822737,0.160628,1.424053,0.000585190933487872,0.402641,25027.5,28085.4,0.045691,0.094893,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:56:17+00:00,1705.1,,9400,231858781,256188480,1.262742,1.821751,0.160581,1.423323,0.0005848917163066489,0.403195,25885.1,28855.6,0.046944,0.094968,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:57:38+00:00,1786.3,,9500,233998796,258558784,1.254553,1.809938,0.16061,1.415164,0.0005845881124287047,0.408333,26368.3,29205.8,0.047514,0.094988,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T09:59:07+00:00,1875.1,,9600,236173451,260930816,1.251224,1.805135,0.160565,1.41179,0.0005842762582243123,0.409834,24479.3,26701.1,0.043439,0.094881,23552,1,78.41,
20260923T092752Z,stage1_mlm,step,2026-09-23T10:00:04+00:00,1932.3,,9700,238311599,263302208,1.256613,1.812909,0.160637,1.41725,0.0005839661844360283,0.407678,37372.4,41449.3,0.067433,0.094912,23552,1,78.41,
